Date,^NSEI,^GSPC,^N225,^HSI,^FTSE,^GDAXI,^KS11,000001.SS
1978-07-10,,95.2699966430664,5631.39990234375,,,,,
1978-07-11,,95.93000030517578,5628.31982421875,,,,,
1978-07-12,,96.23999786376953,5627.259765625,,,,,
1978-07-13,,96.25,5624.18994140625,,,,,
1978-07-14,,97.58000183105469,5629.2001953125,,,,,
1978-07-17,,97.77999877929688,5636.85009765625,,,,,
1978-07-18,,96.87000274658203,5636.14990234375,,,,,
1978-07-19,,98.12000274658203,5640.6298828125,,,,,
1978-07-20,,98.02999877929688,,,,,,
1978-07-21,,97.75,5614.25,,,,,
1978-07-24,,97.72000122070312,5578.009765625,,,,,
1978-07-25,,98.44000244140625,5562.4501953125,,,,,
1978-07-26,,99.08000183105469,5575.2900390625,,,,,
1978-07-27,,99.54000091552734,5575.10986328125,,,,,
1978-07-28,,100.0,5578.02001953125,,,,,
1978-07-31,,100.68000030517578,5601.33984375,,,,,
1978-08-01,,100.66000366210938,5585.41015625,,,,,
1978-08-02,,102.91999816894531,5550.81982421875,,,,,
1978-08-03,,103.51000213623047,5556.72021484375,,,,,
1978-08-04,,103.91999816894531,5576.60986328125,,,,,
1978-08-07,,103.55000305175781,5557.9501953125,,,,,
1978-08-08,,104.01000213623047,5492.2099609375,,,,,
1978-08-09,,104.5,5480.77001953125,,,,,
1978-08-10,,103.66000366210938,5496.7900390625,,,,,
1978-08-11,,103.95999908447266,5502.60009765625,,,,,
1978-08-14,,103.97000122070312,5508.14013671875,,,,,
1978-08-15,,103.8499984741211,5493.97021484375,,,,,
1978-08-16,,104.6500015258789,5497.93017578125,,,,,
1978-08-17,,105.08000183105469,5489.66015625,,,,,
1978-08-18,,104.7300033569336,5495.56005859375,,,,,
1978-08-21,,103.88999938964844,5513.330078125,,,,,
1978-08-22,,104.30999755859375,5518.8798828125,,,,,
1978-08-23,,104.91000366210938,5520.72998046875,,,,,
1978-08-24,,105.08000183105469,5503.740234375,,,,,
1978-08-25,,104.9000015258789,5510.43017578125,,,,,
1978-08-28,,103.95999908447266,5506.1201171875,,,,,
1978-08-29,,103.38999938964844,5527.77001953125,,,,,
1978-08-30,,103.5,5557.419921875,,,,,
1978-08-31,,103.29000091552734,5585.41015625,,,,,
1978-09-01,,103.68000030517578,5599.580078125,,,,,
1978-09-04,,,5637.68017578125,,,,,
1978-09-05,,104.48999786376953,5641.3798828125,,,,,
1978-09-06,,105.37999725341797,5637.240234375,,,,,
1978-09-07,,105.41999816894531,5651.240234375,,,,,
1978-09-08,,106.79000091552734,5610.31005859375,,,,,
1978-09-11,,106.9800033569336,5640.240234375,,,,,
1978-09-12,,106.98999786376953,5662.06005859375,,,,,
1978-09-13,,106.33999633789062,5661.89013671875,,,,,
1978-09-14,,105.0999984741211,5660.2998046875,,,,,
1978-09-15,,104.12000274658203,,,,,,
1978-09-18,,103.20999908447266,5672.35986328125,,,,,
1978-09-19,,102.52999877929688,5652.91015625,,,,,
1978-09-20,,101.7300033569336,5622.10986328125,,,,,
1978-09-21,,101.9000015258789,5623.509765625,,,,,
1978-09-22,,101.83999633789062,5637.16015625,,,,,
1978-09-25,,101.86000061035156,5662.06005859375,,,,,
1978-09-26,,102.62000274658203,5693.919921875,,,,,
1978-09-27,,101.66000366210938,5738.27001953125,,,,,
1978-09-28,,101.95999908447266,5754.2099609375,,,,,
1978-09-29,,102.54000091552734,5772.35986328125,,,,,
1978-10-02,,102.95999908447266,5780.85986328125,,,,,
1978-10-03,,102.5999984741211,5779.52978515625,,,,,
1978-10-04,,103.05999755859375,5787.85009765625,,,,,
1978-10-05,,103.2699966430664,5790.77001953125,,,,,
1978-10-06,,103.5199966430664,5792.5400390625,,,,,
1978-10-09,,104.58999633789062,5758.89990234375,,,,,
1978-10-10,,104.45999908447266,,,,,,
1978-10-11,,105.38999938964844,5757.56982421875,,,,,
1978-10-12,,104.87999725341797,5731.89013671875,,,,,
1978-10-13,,104.66000366210938,5727.91015625,,,,,
1978-10-16,,102.61000061035156,5797.06005859375,,,,,
1978-10-17,,101.26000213623047,5837.6298828125,,,,,
1978-10-18,,100.48999786376953,5857.91015625,,,,,
1978-10-19,,99.33000183105469,5872.52978515625,,,,,
1978-10-20,,97.94999694824219,5873.419921875,,,,,
1978-10-23,,98.18000030517578,5860.22021484375,,,,,
1978-10-24,,97.48999786376953,5811.31982421875,,,,,
1978-10-25,,97.30999755859375,5834.85986328125,,,,,
1978-10-26,,96.02999877929688,5836.97998046875,,,,,
1978-10-27,,94.58999633789062,5887.31982421875,,,,,
1978-10-30,,95.05999755859375,5926.81982421875,,,,,
1978-10-31,,93.1500015258789,5902.93017578125,,,,,
1978-11-01,,96.8499984741211,5872.419921875,,,,,
1978-11-02,,95.61000061035156,5895.8701171875,,,,,
1978-11-03,,96.18000030517578,,,,,,
1978-11-06,,95.19000244140625,5936.169921875,,,,,
1978-11-07,,93.8499984741211,5943.93017578125,,,,,
1978-11-08,,94.44999694824219,5957.93994140625,,,,,
1978-11-09,,94.41999816894531,5948.25,,,,,
1978-11-10,,94.7699966430664,5968.259765625,,,,,
1978-11-13,,93.12999725341797,5973.3701171875,,,,,
1978-11-14,,92.48999786376953,5942.8701171875,,,,,
1978-11-15,,92.70999908447266,5900.18017578125,,,,,
1978-11-16,,93.70999908447266,5919.68017578125,,,,,
1978-11-17,,94.41999816894531,5933.89013671875,,,,,
1978-11-20,,95.25,5945.97998046875,,,,,
1978-11-21,,95.01000213623047,5955.33984375,,,,,
1978-11-22,,95.4800033569336,5978.81982421875,,,,,
1978-11-24,,95.79000091552734,5985.43994140625,,,,,
1978-11-27,,95.98999786376953,5979.43994140625,,,,,
1978-11-28,,95.1500015258789,5945.27978515625,,,,,
1978-11-29,,93.75,5946.77978515625,,,,,
1978-11-30,,94.69999694824219,5967.43017578125,,,,,
1978-12-01,,96.27999877929688,6002.740234375,,,,,
1978-12-04,,96.1500015258789,6056.580078125,,,,,
1978-12-05,,97.44000244140625,6052.68994140625,,,,,
1978-12-06,,97.48999786376953,6050.93017578125,,,,,
1978-12-07,,97.08000183105469,6060.3701171875,,,,,
1978-12-08,,96.62999725341797,6074.93017578125,,,,,
1978-12-11,,97.11000061035156,6097.0,,,,,
1978-12-12,,96.58999633789062,6079.259765625,,,,,
1978-12-13,,96.05999755859375,6097.259765625,,,,,
1978-12-14,,96.04000091552734,6083.93994140625,,,,,
1978-12-15,,95.33000183105469,6030.35986328125,,,,,
1978-12-18,,93.44000244140625,5978.4599609375,,,,,
1978-12-19,,94.23999786376953,5983.31982421875,,,,,
1978-12-20,,94.68000030517578,5974.669921875,,,,,
1978-12-21,,94.70999908447266,5873.169921875,,,,,
1978-12-22,,96.30999755859375,5884.2900390625,,,,,
1978-12-25,,,5888.35009765625,,,,,
1978-12-26,,97.5199966430664,5925.60009765625,,,,,
1978-12-27,,96.66000366210938,5979.080078125,,,,,
1978-12-28,,96.27999877929688,6001.85009765625,,,,,
1978-12-29,,96.11000061035156,6001.85009765625,,,,,
1979-01-02,,96.7300033569336,,,,,,
1979-01-03,,97.80000305175781,,,,,,
1979-01-04,,98.58000183105469,6041.56982421875,,,,,
1979-01-05,,99.12999725341797,6072.2900390625,,,,,
1979-01-08,,98.80000305175781,6076.8798828125,,,,,
1979-01-09,,99.33000183105469,6081.08984375,,,,,
1979-01-10,,98.7699966430664,6100.35009765625,,,,,
1979-01-11,,99.0999984741211,6116.3701171875,,,,,
1979-01-12,,99.93000030517578,6113.490234375,,,,,
1979-01-15,,100.69000244140625,,,,,,
1979-01-16,,99.45999908447266,6118.0400390625,,,,,
1979-01-17,,99.4800033569336,6111.81982421875,,,,,
1979-01-18,,99.72000122070312,6106.56982421875,,,,,
1979-01-19,,99.75,6106.1298828125,,,,,
1979-01-22,,99.9000015258789,6107.6201171875,,,,,
1979-01-23,,100.5999984741211,6126.009765625,,,,,
1979-01-24,,100.16000366210938,6150.9599609375,,,,,
1979-01-25,,101.19000244140625,6157.7099609375,,,,,
1979-01-26,,101.86000061035156,6160.7099609375,,,,,
1979-01-29,,101.55000305175781,6192.2900390625,,,,,
1979-01-30,,101.05000305175781,6186.080078125,,,,,
1979-01-31,,99.93000030517578,6212.77978515625,,,,,
1979-02-01,,99.95999908447266,6200.0,,,,,
1979-02-02,,99.5,6187.2998046875,,,,,
1979-02-05,,98.08999633789062,6148.85986328125,,,,,
1979-02-06,,98.05000305175781,6095.18017578125,,,,,
1979-02-07,,97.16000366210938,6106.0400390625,,,,,
1979-02-08,,97.6500015258789,6100.7001953125,,,,,
1979-02-09,,97.87000274658203,6036.60009765625,,,,,
1979-02-12,,98.19999694824219,,,,,,
1979-02-13,,98.93000030517578,6023.64013671875,,,,,
1979-02-14,,98.87000274658203,6061.02978515625,,,,,
1979-02-15,,98.7300033569336,6101.93017578125,,,,,
1979-02-16,,98.66999816894531,6128.89990234375,,,,,
1979-02-19,,,6124.9599609375,,,,,
1979-02-20,,99.41999816894531,6116.10986328125,,,,,
1979-02-21,,99.06999969482422,6097.3701171875,,,,,
1979-02-22,,98.33000183105469,6105.830078125,,,,,
1979-02-23,,97.77999877929688,6080.93994140625,,,,,
1979-02-26,,97.66999816894531,6089.1201171875,,,,,
1979-02-27,,96.12999725341797,6065.2900390625,,,,,
1979-02-28,,96.27999877929688,6072.8798828125,,,,,
1979-03-01,,96.9000015258789,5975.56005859375,,,,,
1979-03-02,,96.97000122070312,5972.93994140625,,,,,
1979-03-05,,98.05999755859375,6014.22998046875,,,,,
1979-03-06,,97.87000274658203,5992.83984375,,,,,
1979-03-07,,98.44000244140625,6017.27978515625,,,,,
1979-03-08,,99.58000183105469,6026.009765625,,,,,
1979-03-09,,99.54000091552734,6042.93994140625,,,,,
1979-03-12,,99.66999816894531,6062.580078125,,,,,
1979-03-13,,99.83999633789062,6058.2998046875,,,,,
1979-03-14,,99.70999908447266,6048.009765625,,,,,
1979-03-15,,99.86000061035156,6024.52978515625,,,,,
1979-03-16,,100.69000244140625,6025.75,,,,,
1979-03-19,,101.05999755859375,6029.85009765625,,,,,
1979-03-20,,100.5,6053.77001953125,,,,,
1979-03-21,,101.25,,,,,,
1979-03-22,,101.66999816894531,6074.7099609375,,,,,
1979-03-23,,101.5999984741211,6079.85986328125,,,,,
1979-03-26,,101.04000091552734,6101.60009765625,,,,,
1979-03-27,,102.4800033569336,6109.02001953125,,,,,
1979-03-28,,102.12000274658203,6108.2998046875,,,,,
1979-03-29,,102.02999877929688,6136.02001953125,,,,,
1979-03-30,,101.58999633789062,6133.97021484375,,,,,
1979-04-02,,100.9000015258789,6088.990234375,,,,,
1979-04-03,,102.4000015258789,6035.06982421875,,,,,
1979-04-04,,102.6500015258789,6039.18017578125,,,,,
1979-04-05,,103.26000213623047,6049.0,,,,,
1979-04-06,,103.18000030517578,6049.990234375,,,,,
1979-04-09,,102.87000274658203,6010.97998046875,,,,,
1979-04-10,,103.33999633789062,5925.8701171875,,,,,
1979-04-11,,102.30999755859375,6043.02978515625,,,,,
1979-04-12,,102.0,6071.009765625,,,,,
1979-04-13,,,6115.669921875,,,,,
1979-04-16,,101.12000274658203,6110.02001953125,,,,,
1979-04-17,,101.23999786376953,6078.6201171875,,,,,
1979-04-18,,101.69999694824219,6058.6298828125,,,,,
1979-04-19,,101.27999877929688,6064.8701171875,,,,,
1979-04-20,,101.2300033569336,6102.97021484375,,,,,
1979-04-23,,101.56999969482422,6120.52001953125,,,,,
